university,OPEID6,UNITID,INSTNM,CONTROL,MAIN,CIPCODE,CIPDESC,CREDLEV,CREDDESC,EARN_COUNT_NWNE_HI_1YR,EARN_CNTOVER150_HI_1YR,EARN_COUNT_WNE_HI_1YR,EARN_MDN_HI_1YR,EARN_COUNT_NWNE_HI_2YR,EARN_CNTOVER150_HI_2YR,EARN_COUNT_WNE_HI_2YR,EARN_MDN_HI_2YR,EARN_COUNT_PELL_WNE_1YR,EARN_PELL_WNE_MDN_1YR,EARN_COUNT_NOPELL_WNE_1YR,EARN_NOPELL_WNE_MDN_1YR,EARN_COUNT_MALE_WNE_1YR,EARN_MALE_WNE_MDN_1YR,EARN_COUNT_NOMALE_WNE_1YR,EARN_NOMALE_WNE_MDN_1YR,EARN_COUNT_NE_3YR,EARN_NE_MDN_3YR,EARN_COUNT_WNE_3YR,EARN_CNTOVER150_3YR,EARN_COUNT_PELL_NE_3YR,EARN_PELL_NE_MDN_3YR,EARN_COUNT_NOPELL_NE_3YR,EARN_NOPELL_NE_MDN_3YR,EARN_COUNT_MALE_NE_3YR,EARN_MALE_NE_MDN_3YR,EARN_COUNT_NOMALE_NE_3YR,EARN_NOMALE_NE_MDN_3YR,EARN_COUNT_NWNE_1YR,EARN_COUNT_WNE_1YR,EARN_MDN_1YR,EARN_GT_THRESHOLD_1YR,EARN_COUNT_HIGH_CRED_1YR,EARN_IN_STATE_1YR,EARN_COUNT_NWNE_4YR,EARN_COUNT_WNE_4YR,EARN_MDN_4YR,EARN_GT_THRESHOLD_4YR,EARN_COUNT_PELL_WNE_4YR,EARN_PELL_WNE_MDN_4YR,EARN_COUNT_NOPELL_WNE_4YR,EARN_NOPELL_WNE_MDN_4YR,EARN_COUNT_MALE_WNE_4YR,EARN_MALE_WNE_MDN_4YR,EARN_COUNT_NOMALE_WNE_4YR,EARN_NOMALE_WNE_MDN_4YR,EARN_COUNT_HIGH_CRED_4YR,EARN_IN_STATE_4YR
Utah State University,3677,230728.0,Utah State University,Public,1,5007,Fine and Studio Arts.,3,Bachelor's Degree,8,43,58,29891,12,54,71,29685,53,31427,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,45,25685,85,28412,71,52,78,26929,PrivacySuppressed,PrivacySuppressed,30,41088,56,26327,3,64,31454,31,PrivacySuppressed,PrivacySuppressed,10,77,31040,38,68,32522,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,48,27542,PrivacySuppressed,60
Utah State University,3677,230728.0,Utah State University,Public,1,5009,Music.,3,Bachelor's Degree,3,PrivacySuppressed,26,13577,5,12,21,24035,26,22444,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,20,23058,30,11413,19,PrivacySuppressed,25,9449,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,17,6308,6,25,22929,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,3,25,35642,PrivacySuppressed,21,35123,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,16
Utah State University,3677,230728.0,Utah State University,Public,1,5102,Communication Disorders Sciences and Services.,3,Bachelor's Degree,28,127,188,29537,21,121,168,27874,153,28606,48,33972,PrivacySuppressed,PrivacySuppressed,190,29781,242,40996,154,118,167,39613,75,48010,16,55440,226,40351,28,200,30686,94,PrivacySuppressed,PrivacySuppressed,32,244,50790,182,155,48621,89,55976,16,55387,228,50474,108,39
Utah State University,3677,230728.0,Utah State University,Public,1,5122,Public Health.,3,Bachelor's Degree,1,25,28,67218,0,14,17,38289,22,69610,PrivacySuppressed,PrivacySuppressed,16,77264,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0,24,67477,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Utah State University,3677,230728.0,Utah State University,Public,1,5123,Rehabilitation and Therapeutic Professions.,3,Bachelor's Degree,0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Utah State University,3677,230728.0,Utah State University,Public,1,5131,Dietetics and Clinical Nutrition Services.,3,Bachelor's Degree,,,,,,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,,,,,,,,,,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Utah State University,3677,230728.0,Utah State University,Public,1,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",3,Bachelor's Degree,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Utah State University,3677,230728.0,Utah State University,Public,1,5202,"Business Administration, Management and Operations.",3,Bachelor's Degree,8,193,211,45008,9,191,208,49752,151,50100,36,46767,112,53192,75,45799,213,55995,191,182,181,54682,32,63242,153,58341,60,47424,9,187,49448,148,PrivacySuppressed,PrivacySuppressed,10,209,64575,186,178,63497,33,68429,158,67842,54,54221,25,164
Utah State University,3677,230728.0,Utah State University,Public,1,5203,Accounting and Related Services.,3,Bachelor's Degree,2,70,79,44742,4,45,49,46966,110,54440,PrivacySuppressed,PrivacySuppressed,81,55567,39,47629,91,59597,46,42,82,58564,PrivacySuppressed,PrivacySuppressed,58,63713,34,47953,1,121,54453,PrivacySuppressed,39,PrivacySuppressed,5,94,71538,PrivacySuppressed,84,71386,PrivacySuppressed,PrivacySuppressed,65,75632,29,59029,47,68
Utah State University,3677,230728.0,Utah State University,Public,1,5207,Entrepreneurial and Small Business Operations.,3,Bachelor's Degree,0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Utah State University,3677,230728.0,Utah State University,Public,1,5208,Finance and Financial Management Services.,3,Bachelor's Degree,0,71,76,54241,1,46,52,50439,68,56948,PrivacySuppressed,PrivacySuppressed,69,56942,PrivacySuppressed,PrivacySuppressed,56,58102,45,40,48,63938,PrivacySuppressed,PrivacySuppressed,45,67253,PrivacySuppressed,PrivacySuppressed,1,83,56594,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,4,52,69741,PrivacySuppressed,44,69907,PrivacySuppressed,PrivacySuppressed,45,80180,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,31
Utah State University,3677,230728.0,Utah State University,Public,1,5210,Human Resources Management and Services.,3,Bachelor's Degree,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Utah State University,3677,230728.0,Utah State University,Public,1,5211,International Business.,3,Bachelor's Degree,1,23,27,47452,0,15,15,44835,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0,16,50754,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Utah State University,3677,230728.0,Utah State University,Public,1,5214,Marketing.,3,Bachelor's Degree,4,109,117,46041,1,79,90,48265,128,51150,20,55568,96,53373,52,49097,85,54627,78,72,76,53290,PrivacySuppressed,PrivacySuppressed,60,56395,26,50034,8,148,51511,117,PrivacySuppressed,PrivacySuppressed,4,88,67969,PrivacySuppressed,78,69411,PrivacySuppressed,PrivacySuppressed,63,74250,25,57781,PrivacySuppressed,69
Utah State University,3677,230728.0,Utah State University,Public,1,5219,"Specialized Sales, Merchandising and  Marketing Operations.",3,Bachelor's Degree,,,,,,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,,,,,,,,,,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Utah State University,3677,230728.0,Utah State University,Public,1,5401,History.,3,Bachelor's Degree,2,32,44,33598,2,38,48,30409,48,30111,PrivacySuppressed,PrivacySuppressed,31,35652,19,15241,47,31911,44,39,43,33040,PrivacySuppressed,PrivacySuppressed,21,43465,27,26770,6,50,30136,21,PrivacySuppressed,PrivacySuppressed,4,47,37218,29,41,38088,PrivacySuppressed,PrivacySuppressed,23,49198,25,31542,PrivacySuppressed,35
Utah Valley University,4027,230737.0,Utah Valley University,Public,1,301,Natural Resources Conservation and Research.,3,Bachelor's Degree,0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Utah Valley University,4027,230737.0,Utah Valley University,Public,1,402,Architecture.,3,Bachelor's Degree,,,,,,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,,,,,,,,,,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Utah Valley University,4027,230737.0,Utah Valley University,Public,1,901,Communication and Media Studies.,3,Bachelor's Degree,12,175,221,39189,14,135,174,38829,193,41354,19,40667,97,46922,115,36786,186,39984,157,117,165,41319,22,32448,94,52739,91,18903,10,212,41488,143,PrivacySuppressed,PrivacySuppressed,21,168,51811,124,147,52886,PrivacySuppressed,PrivacySuppressed,93,64748,74,37894,PrivacySuppressed,127
Utah Valley University,4027,230737.0,Utah Valley University,Public,1,1002,Audiovisual Communications Technologies/Technicians.,3,Bachelor's Degree,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Utah Valley University,4027,230737.0,Utah Valley University,Public,1,1101,"Computer and Information Sciences, General.",3,Bachelor's Degree,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Utah Valley University,4027,230737.0,Utah Valley University,Public,1,1103,Data Processing.,3,Bachelor's Degree,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Utah Valley University,4027,230737.0,Utah Valley University,Public,1,1104,Information Science/Studies.,3,Bachelor's Degree,1,44,48,62925,1,27,28,64990,41,70909,PrivacySuppressed,PrivacySuppressed,43,69868,PrivacySuppressed,PrivacySuppressed,31,80064,29,26,29,77927,PrivacySuppressed,PrivacySuppressed,27,81270,PrivacySuppressed,PrivacySuppressed,1,44,70780,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,3,26,86824,PrivacySuppressed,24,87094,PrivacySuppressed,PrivacySuppressed,24,87736,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,26
Utah Valley University,4027,230737.0,Utah Valley University,Public,1,1107,Computer Science.,3,Bachelor's Degree,4,104,111,74830,1,67,67,77401,87,77022,PrivacySuppressed,PrivacySuppressed,86,74614,PrivacySuppressed,PrivacySuppressed,67,90930,63,62,60,90932,PrivacySuppressed,PrivacySuppressed,65,90662,PrivacySuppressed,PrivacySuppressed,5,93,75364,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1,67,103513,PrivacySuppressed,62,106057,PrivacySuppressed,PrivacySuppressed,64,101475,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,64
Utah Valley University,4027,230737.0,Utah Valley University,Public,1,1108,Computer Software and Media Applications.,3,Bachelor's Degree,4,77,103,35782,11,82,102,38769,112,36856,PrivacySuppressed,PrivacySuppressed,89,42531,32,22562,116,37072,100,81,108,37415,PrivacySuppressed,PrivacySuppressed,95,41096,21,15535,6,119,37101,66,PrivacySuppressed,PrivacySuppressed,15,101,48538,71,94,48431,PrivacySuppressed,PrivacySuppressed,87,51676,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,93
Utah Valley University,4027,230737.0,Utah Valley University,Public,1,1109,Computer Systems Networking and Telecommunications.,3,Bachelor's Degree,0,51,54,71493,2,54,55,60298,60,66083,PrivacySuppressed,PrivacySuppressed,62,66054,PrivacySuppressed,PrivacySuppressed,58,70174,53,53,54,69835,PrivacySuppressed,PrivacySuppressed,54,68620,PrivacySuppressed,PrivacySuppressed,1,65,66403,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,2,60,75474,PrivacySuppressed,56,75141,PrivacySuppressed,PrivacySuppressed,56,74458,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,49
Utah Valley University,4027,230737.0,Utah Valley University,Public,1,1110,Computer/Information Technology Administration and Management.,3,Bachelor's Degree,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Utah Valley University,4027,230737.0,Utah Valley University,Public,1,1199,"Computer and Information Sciences and Support Services, Other.",3,Bachelor's Degree,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Utah Valley University,4027,230737.0,Utah Valley University,Public,1,1310,Special Education and Teaching.,3,Bachelor's Degree,0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Utah Valley University,4027,230737.0,Utah Valley University,Public,1,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",3,Bachelor's Degree,9,69,86,38183,11,110,133,36205,68,40983,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,69,41074,141,38108,119,97,129,37406,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,128,37705,9,73,41208,47,PrivacySuppressed,PrivacySuppressed,24,111,44873,80,101,44175,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,99,44605,PrivacySuppressed,93
Utah Valley University,4027,230737.0,Utah Valley University,Public,1,1313,"Teacher Education and Professional Development, Specific Subject Areas.",3,Bachelor's Degree,4,97,113,39407,6,106,122,38092,88,43689,PrivacySuppressed,PrivacySuppressed,25,43401,72,43760,122,41806,115,95,114,40627,PrivacySuppressed,PrivacySuppressed,45,44995,77,35564,3,96,43698,71,PrivacySuppressed,PrivacySuppressed,13,116,47169,83,106,46530,PrivacySuppressed,PrivacySuppressed,46,50699,71,40717,PrivacySuppressed,97
Utah Valley University,4027,230737.0,Utah Valley University,Public,1,1408,Civil Engineering.,3,Bachelor's Degree,,,,,,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,,,,,,,,,,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Utah Valley University,4027,230737.0,Utah Valley University,Public,1,1409,Computer Engineering.,3,Bachelor's Degree,2,35,36,78678,0,22,23,73949,38,82853,PrivacySuppressed,PrivacySuppressed,40,83998,PrivacySuppressed,PrivacySuppressed,22,80275,22,22,20,78580,PrivacySuppressed,PrivacySuppressed,21,78630,PrivacySuppressed,PrivacySuppressed,2,41,82864,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1,21,91846,PrivacySuppressed,19,85296,PrivacySuppressed,PrivacySuppressed,20,87103,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,19
Utah Valley University,4027,230737.0,Utah Valley University,Public,1,1410,"Electrical, Electronics and Communications Engineering.",3,Bachelor's Degree,,,,,,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,,,,,,,,,,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Utah Valley University,4027,230737.0,Utah Valley University,Public,1,1419,Mechanical Engineering.,3,Bachelor's Degree,,,,,,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,,,,,,,,,,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
