INSTNM,OPEID6,CONTROL,MAIN,CIPDEF,CIPFIELD,CIPCODE,CREDLEV,EARN_COUNT_NWNE_HI_1YR,EARN_CNTOVER150_HI_1YR,EARN_COUNT_WNE_HI_1YR,EARN_MDN_HI_1YR,EARN_COUNT_NWNE_HI_2YR,EARN_CNTOVER150_HI_2YR,EARN_COUNT_WNE_HI_2YR,EARN_MDN_HI_2YR,EARN_COUNT_PELL_WNE_1YR,EARN_PELL_WNE_MDN_1YR,EARN_COUNT_NOPELL_WNE_1YR,EARN_NOPELL_WNE_MDN_1YR,EARN_COUNT_MALE_WNE_1YR,EARN_MALE_WNE_MDN_1YR,EARN_COUNT_NOMALE_WNE_1YR,EARN_NOMALE_WNE_MDN_1YR,EARN_COUNT_NE_3YR,EARN_NE_MDN_3YR,EARN_COUNT_WNE_3YR,EARN_CNTOVER150_3YR,EARN_COUNT_PELL_NE_3YR,EARN_PELL_NE_MDN_3YR,EARN_COUNT_NOPELL_NE_3YR,EARN_NOPELL_NE_MDN_3YR,EARN_COUNT_MALE_NE_3YR,EARN_MALE_NE_MDN_3YR,EARN_COUNT_NOMALE_NE_3YR,EARN_NOMALE_NE_MDN_3YR,EARN_COUNT_NWNE_1YR,EARN_COUNT_WNE_1YR,EARN_MDN_1YR,EARN_GT_THRESHOLD_1YR,EARN_COUNT_HIGH_CRED_1YR,EARN_IN_STATE_1YR,EARN_COUNT_NWNE_4YR,EARN_COUNT_WNE_4YR,EARN_MDN_4YR,EARN_GT_THRESHOLD_4YR,EARN_COUNT_PELL_WNE_4YR,EARN_PELL_WNE_MDN_4YR,EARN_COUNT_NOPELL_WNE_4YR,EARN_NOPELL_WNE_MDN_4YR,EARN_COUNT_MALE_WNE_4YR,EARN_MALE_WNE_MDN_4YR,EARN_COUNT_NOMALE_WNE_4YR,EARN_NOMALE_WNE_MDN_4YR,EARN_COUNT_HIGH_CRED_4YR,EARN_IN_STATE_4YR
Southern Utah University,3678,Public,1,SOCIAL SCIENCES.,45,4502,3,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,0.0,,,,,,,,,,,,,
Southern Utah University,3678,Public,1,SOCIAL SCIENCES.,45,4506,3,1.0,,,,0.0,11.0,12.0,47952.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,
Southern Utah University,3678,Public,1,SOCIAL SCIENCES.,45,4510,3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,,
Southern Utah University,3678,Public,1,SOCIAL SCIENCES.,45,4511,3,0.0,,,,2.0,16.0,19.0,26353.0,,,,,,,,,24.0,26427.0,20.0,,23.0,27501.0,,,,,16.0,25724.0,1.0,,,,,,2.0,19.0,33477.0,,16.0,38352.0,,,,,,,,
Southern Utah University,3678,Public,1,CONSTRUCTION TRADES.,46,4604,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,
Southern Utah University,3678,Public,1,TRANSPORTATION AND MATERIALS MOVING.,49,4901,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern Utah University,3678,Public,1,VISUAL AND PERFORMING ARTS.,50,5003,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,
Southern Utah University,3678,Public,1,VISUAL AND PERFORMING ARTS.,50,5004,3,1.0,,,,0.0,17.0,21.0,33993.0,,,,,,,,,21.0,35245.0,20.0,,18.0,35960.0,,,,,,,1.0,,,,,,2.0,19.0,33451.0,,,,,,,,,,,17.0
Southern Utah University,3678,Public,1,VISUAL AND PERFORMING ARTS.,50,5005,3,0.0,,22.0,17595.0,0.0,14.0,23.0,21508.0,,,,,,,,,20.0,29777.0,20.0,,17.0,33560.0,,,,,,,0.0,,,,,,0.0,20.0,32261.0,,,,,,,,,,,
Southern Utah University,3678,Public,1,VISUAL AND PERFORMING ARTS.,50,5007,3,1.0,,18.0,22003.0,2.0,12.0,24.0,18315.0,,,,,,,,,28.0,23193.0,20.0,,24.0,18771.0,,,,,20.0,15203.0,0.0,,,,,,5.0,25.0,30552.0,,19.0,24868.0,,,,,,,,17.0
Southern Utah University,3678,Public,1,VISUAL AND PERFORMING ARTS.,50,5009,3,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,2.0,,,,,,,,,,,,,
Southern Utah University,3678,Public,1,HEALTH PROFESSIONS AND RELATED PROGRAMS.,51,5109,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,,
Southern Utah University,3678,Public,1,HEALTH PROFESSIONS AND RELATED PROGRAMS.,51,5111,3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
Southern Utah University,3678,Public,1,HEALTH PROFESSIONS AND RELATED PROGRAMS.,51,5138,3,1.0,90.0,93.0,51826.0,1.0,79.0,84.0,53108.0,87.0,59007.0,,,23.0,60371.0,72.0,58448.0,77.0,57687.0,74.0,65.0,64.0,56416.0,,,,,62.0,55153.0,1.0,95.0,58924.0,,,,6.0,75.0,62156.0,,63.0,60276.0,,,18.0,77928.0,56.0,60524.0,,62.0
Southern Utah University,3678,Public,1,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",52,5202,3,0.0,16.0,18.0,37792.0,2.0,14.0,17.0,42682.0,,,,,,,,,22.0,44213.0,19.0,17.0,18.0,35469.0,,,,,,,0.0,,,,,,1.0,21.0,44729.0,,16.0,37977.0,,,,,,,,16.0
Southern Utah University,3678,Public,1,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",52,5203,3,0.0,19.0,22.0,39559.0,0.0,16.0,19.0,41565.0,,,,,,,,,,,,,,,,,,,,,0.0,21.0,46898.0,,,,2.0,27.0,61481.0,,25.0,65135.0,,,18.0,70482.0,,,,24.0
Southern Utah University,3678,Public,1,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",52,5208,3,0.0,16.0,19.0,48483.0,0.0,16.0,17.0,39369.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,17.0,55140.0,,17.0,53566.0,,,16.0,56469.0,,,,
Southern Utah University,3678,Public,1,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",52,5209,3,0.0,17.0,22.0,31320.0,1.0,18.0,19.0,32382.0,,,,,,,,,19.0,38776.0,16.0,,,,,,,,,,0.0,,,,,,1.0,18.0,49961.0,,,,,,,,,,,
Southern Utah University,3678,Public,1,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",52,5214,3,1.0,,,,3.0,17.0,18.0,41565.0,,,,,,,,,21.0,46765.0,20.0,19.0,,,,,,,,,2.0,17.0,33485.0,,,,0.0,20.0,50623.0,,,,,,,,,,,
Southern Utah University,3678,Public,1,HISTORY.,54,5401,3,1.0,,,,1.0,17.0,19.0,26739.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,2.0,24.0,32021.0,,,,,,,,,,,
Utah State University,3677,Public,1,AGRICULTURAL/ANIMAL/PLANT/VETERINARY SCIENCE AND RELATED FIELDS.,01,0100,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
Utah State University,3677,Public,1,AGRICULTURAL/ANIMAL/PLANT/VETERINARY SCIENCE AND RELATED FIELDS.,01,0101,3,2.0,30.0,37.0,42830.0,2.0,18.0,21.0,43798.0,38.0,44727.0,,,27.0,49292.0,,,22.0,48194.0,22.0,17.0,21.0,49946.0,,,17.0,54527.0,,,1.0,38.0,45395.0,,,,3.0,23.0,56338.0,,20.0,57317.0,,,19.0,57249.0,,,,
Utah State University,3677,Public,1,AGRICULTURAL/ANIMAL/PLANT/VETERINARY SCIENCE AND RELATED FIELDS.,01,0103,3,0.0,,,,0.0,13.0,14.0,39909.0,16.0,42551.0,,,16.0,41490.0,,,,,,,,,,,,,,,3.0,17.0,41572.0,,,,0.0,,,,,,,,,,,,,
Utah State University,3677,Public,1,AGRICULTURAL/ANIMAL/PLANT/VETERINARY SCIENCE AND RELATED FIELDS.,01,0107,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,
Utah State University,3677,Public,1,AGRICULTURAL/ANIMAL/PLANT/VETERINARY SCIENCE AND RELATED FIELDS.,01,0108,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,
Utah State University,3677,Public,1,AGRICULTURAL/ANIMAL/PLANT/VETERINARY SCIENCE AND RELATED FIELDS.,01,0109,3,4.0,44.0,57.0,27412.0,3.0,32.0,42.0,25194.0,55.0,31208.0,,,24.0,39713.0,46.0,28536.0,44.0,32182.0,39.0,27.0,39.0,32612.0,,,19.0,46698.0,25.0,25331.0,4.0,70.0,30278.0,32.0,,,4.0,41.0,38971.0,25.0,38.0,38972.0,,,18.0,52808.0,23.0,32435.0,,27.0
Utah State University,3677,Public,1,AGRICULTURAL/ANIMAL/PLANT/VETERINARY SCIENCE AND RELATED FIELDS.,01,0110,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah State University,3677,Public,1,AGRICULTURAL/ANIMAL/PLANT/VETERINARY SCIENCE AND RELATED FIELDS.,01,0111,3,1.0,,,,5.0,31.0,36.0,37568.0,,,,,,,,,41.0,42676.0,33.0,29.0,38.0,42801.0,,,26.0,47151.0,,,0.0,,,,,,7.0,33.0,50220.0,,30.0,50378.0,,,22.0,54151.0,,,,17.0
Utah State University,3677,Public,1,AGRICULTURAL/ANIMAL/PLANT/VETERINARY SCIENCE AND RELATED FIELDS.,01,0112,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah State University,3677,Public,1,NATURAL RESOURCES AND CONSERVATION.,03,0301,3,0.0,,16.0,36131.0,,,,,17.0,33664.0,,,,,,,,,,,,,,,,,,,0.0,25.0,31279.0,,,,3.0,,,,,,,,,,,,,
Utah State University,3677,Public,1,NATURAL RESOURCES AND CONSERVATION.,03,0302,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,
Utah State University,3677,Public,1,NATURAL RESOURCES AND CONSERVATION.,03,0303,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,
Utah State University,3677,Public,1,NATURAL RESOURCES AND CONSERVATION.,03,0305,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,
Utah State University,3677,Public,1,NATURAL RESOURCES AND CONSERVATION.,03,0306,3,2.0,30.0,40.0,32995.0,3.0,9.0,11.0,29685.0,50.0,33278.0,16.0,38402.0,41.0,38944.0,26.0,23415.0,,,,,,,,,,,,,4.0,66.0,33754.0,36.0,,,4.0,,,,,,,,,,,,,
Utah State University,3677,Public,1,ARCHITECTURE AND RELATED SERVICES.,04,0404,3,1.0,,20.0,32039.0,1.0,12.0,13.0,36848.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,2.0,,,,,,,,,,,,,
Utah State University,3677,Public,1,ARCHITECTURE AND RELATED SERVICES.,04,0405,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah State University,3677,Public,1,ARCHITECTURE AND RELATED SERVICES.,04,0406,3,0.0,32.0,38.0,45539.0,0.0,21.0,24.0,47729.0,33.0,51408.0,,,23.0,54676.0,17.0,45667.0,24.0,55769.0,24.0,20.0,21.0,56424.0,,,18.0,56322.0,,,1.0,40.0,48671.0,,,,0.0,25.0,61739.0,,21.0,66709.0,,,19.0,66783.0,,,,
Utah State University,3677,Public,1,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.",05,0501,3,4.0,20.0,26.0,27801.0,3.0,15.0,24.0,19683.0,31.0,36753.0,,,22.0,37218.0,17.0,27068.0,26.0,30798.0,20.0,,26.0,32087.0,,,,,,,3.0,39.0,33660.0,21.0,,,4.0,18.0,44503.0,,18.0,46669.0,,,,,,,,
Utah State University,3677,Public,1,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",09,0901,3,,,,,,,,,35.0,37553.0,,,,,27.0,36985.0,,,,,,,,,,,,,3.0,40.0,37101.0,,,,,,,,,,,,,,,,,
Utah State University,3677,Public,1,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",09,0904,3,4.0,50.0,60.0,35765.0,3.0,44.0,51.0,36668.0,62.0,38381.0,,,27.0,40007.0,46.0,36719.0,53.0,40415.0,47.0,40.0,44.0,38581.0,,,,,39.0,33011.0,2.0,74.0,38390.0,46.0,,,7.0,46.0,42911.0,30.0,38.0,42595.0,,,,,32.0,41015.0,,33.0
Utah State University,3677,Public,1,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",09,0909,3,0.0,20.0,22.0,34124.0,0.0,11.0,16.0,33993.0,19.0,25638.0,,,16.0,26763.0,,,,,,,,,,,,,,,0.0,24.0,25858.0,,,,2.0,17.0,53112.0,,17.0,52656.0,,,,,,,,
Utah State University,3677,Public,1,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.,11,1101,3,5.0,93.0,103.0,65903.0,3.0,73.0,73.0,69338.0,99.0,66947.0,,,101.0,67796.0,,,77.0,78293.0,74.0,72.0,72.0,78634.0,,,73.0,79790.0,,,3.0,111.0,67784.0,,,,5.0,72.0,91862.0,,67.0,91924.0,,,69.0,92112.0,,,,50.0
Utah State University,3677,Public,1,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.,11,1104,3,0.0,91.0,94.0,54047.0,4.0,78.0,81.0,60298.0,88.0,57528.0,,,89.0,58073.0,,,89.0,67919.0,80.0,79.0,82.0,67961.0,,,82.0,67639.0,,,2.0,99.0,57418.0,,,,5.0,85.0,78628.0,,80.0,77611.0,,,78.0,79637.0,,,,67.0
Utah State University,3677,Public,1,EDUCATION.,13,1305,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah State University,3677,Public,1,EDUCATION.,13,1310,3,4.0,36.0,40.0,42876.0,6.0,47.0,52.0,38878.0,81.0,56815.0,38.0,64219.0,25.0,67103.0,94.0,56823.0,53.0,39642.0,46.0,37.0,46.0,37588.0,,,,,50.0,41935.0,1.0,119.0,57508.0,,,,7.0,44.0,49647.0,,38.0,48800.0,,,,,42.0,49404.0,,34.0
Utah State University,3677,Public,1,EDUCATION.,13,1312,3,7.0,165.0,192.0,40754.0,17.0,160.0,187.0,37528.0,155.0,43014.0,32.0,43494.0,,,177.0,42748.0,189.0,38360.0,152.0,126.0,163.0,36165.0,26.0,40673.0,,,179.0,37511.0,6.0,187.0,43193.0,129.0,,,48.0,147.0,45267.0,102.0,123.0,44563.0,24.0,49216.0,,,137.0,44665.0,16.0,120.0
Utah State University,3677,Public,1,EDUCATION.,13,1313,3,19.0,219.0,297.0,31591.0,19.0,192.0,247.0,32658.0,272.0,34890.0,39.0,32608.0,118.0,39233.0,196.0,32232.0,250.0,34891.0,200.0,158.0,217.0,33954.0,33.0,43048.0,71.0,46443.0,179.0,29249.0,21.0,314.0,33949.0,169.0,,,40.0,247.0,48047.0,171.0,211.0,47860.0,37.0,48756.0,86.0,56508.0,160.0,39640.0,57.0,182.0
Utah State University,3677,Public,1,ENGINEERING.,14,1401,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
Utah State University,3677,Public,1,ENGINEERING.,14,1408,3,1.0,60.0,62.0,55217.0,1.0,44.0,44.0,54656.0,53.0,59809.0,,,48.0,59057.0,,,64.0,66130.0,45.0,43.0,63.0,66136.0,,,58.0,66075.0,,,0.0,56.0,60203.0,,,,3.0,66.0,75925.0,,66.0,76150.0,,,64.0,75947.0,,,23.0,51.0
Utah State University,3677,Public,1,ENGINEERING.,14,1409,3,0.0,24.0,25.0,64523.0,0.0,12.0,12.0,71015.0,22.0,64604.0,,,22.0,64469.0,,,,,,,,,,,,,,,2.0,22.0,64563.0,,,,0.0,,,,,,,,,,,,,
Utah State University,3677,Public,1,ENGINEERING.,14,1410,3,1.0,25.0,26.0,65935.0,0.0,43.0,45.0,63501.0,27.0,66740.0,,,27.0,67066.0,,,48.0,75056.0,35.0,35.0,42.0,74390.0,,,44.0,74599.0,,,4.0,29.0,67878.0,,,,4.0,50.0,87163.0,,46.0,86019.0,,,45.0,86284.0,,,,35.0
Utah State University,3677,Public,1,ENGINEERING.,14,1414,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,0.0,,,,,,,,,,,,,
Utah State University,3677,Public,1,ENGINEERING.,14,1419,3,2.0,125.0,135.0,62717.0,1.0,116.0,122.0,61728.0,140.0,64548.0,20.0,63595.0,148.0,64668.0,,,126.0,69682.0,113.0,111.0,116.0,69633.0,,,119.0,69701.0,,,6.0,157.0,64542.0,,,,11.0,129.0,77504.0,,119.0,77319.0,,,122.0,77866.0,,,27.0,87.0
Utah State University,3677,Public,1,ENGINEERING.,14,1445,3,0.0,29.0,38.0,44364.0,0.0,16.0,19.0,42682.0,34.0,46795.0,,,26.0,51415.0,,,,,,,,,,,,,,,0.0,37.0,49213.0,,,,1.0,,,,,,,,,,,,,
Utah State University,3677,Public,1,ENGINEERING/ENGINEERING-RELATED TECHNOLOGIES/TECHNICIANS.,15,1508,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah State University,3677,Public,1,ENGINEERING/ENGINEERING-RELATED TECHNOLOGIES/TECHNICIANS.,15,1515,3,0.0,,,,,,,,37.0,47762.0,,,31.0,54378.0,,,,,,,,,,,,,,,1.0,38.0,47841.0,,,,,,,,,,,,,,,,,
Utah State University,3677,Public,1,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.",16,1603,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah State University,3677,Public,1,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.",16,1605,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,,,,,,,,,,
Utah State University,3677,Public,1,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.",16,1609,3,0.0,23.0,28.0,32487.0,2.0,26.0,36.0,30771.0,22.0,37839.0,,,,,,,37.0,52057.0,30.0,27.0,36.0,51559.0,,,27.0,54113.0,,,0.0,24.0,37698.0,,,,2.0,34.0,57396.0,,35.0,57402.0,,,27.0,66379.0,,,,26.0
Utah State University,3677,Public,1,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.,19,1901,3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,
Utah State University,3677,Public,1,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.,19,1905,3,1.0,17.0,31.0,23288.0,3.0,26.0,35.0,26739.0,26.0,28532.0,,,,,20.0,32180.0,,,,,,,,,,,,,1.0,27.0,30564.0,,,,5.0,31.0,44984.0,,,,,,,,,,,20.0
Utah State University,3677,Public,1,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.,19,1907,3,36.0,111.0,194.0,22192.0,48.0,73.0,145.0,19144.0,166.0,20636.0,,,,,167.0,19728.0,189.0,6498.0,113.0,56.0,176.0,5878.0,,,,,175.0,5140.0,37.0,178.0,21265.0,46.0,,,73.0,119.0,27114.0,53.0,113.0,25109.0,,,,,104.0,24341.0,16.0,94.0
Utah State University,3677,Public,1,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.,19,1909,3,,,,,,,,,20.0,52358.0,,,18.0,50708.0,,,,,,,,,,,,,,,0.0,21.0,52127.0,,,,,,,,,,,,,,,,,
Utah State University,3677,Public,1,LEGAL PROFESSIONS AND STUDIES.,22,2200,3,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,0.0,,,,,,,,,,,,,
Utah State University,3677,Public,1,ENGLISH LANGUAGE AND LITERATURE/LETTERS.,23,2301,3,13.0,73.0,104.0,30065.0,15.0,82.0,114.0,29685.0,95.0,34718.0,,,32.0,36785.0,77.0,30204.0,117.0,31192.0,94.0,71.0,110.0,29626.0,,,36.0,35784.0,81.0,21836.0,6.0,109.0,31920.0,55.0,,,19.0,97.0,41372.0,63.0,88.0,41334.0,,,35.0,43384.0,61.0,38430.0,,74.0
Utah State University,3677,Public,1,ENGLISH LANGUAGE AND LITERATURE/LETTERS.,23,2313,3,3.0,48.0,64.0,31121.0,3.0,29.0,34.0,34526.0,26.0,42723.0,,,,,22.0,40075.0,40.0,35184.0,30.0,22.0,34.0,32918.0,,,19.0,42048.0,21.0,24990.0,2.0,33.0,41726.0,,,,4.0,36.0,46995.0,,33.0,45933.0,,,21.0,50560.0,16.0,42176.0,,26.0
Utah State University,3677,Public,1,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",24,2401,3,21.0,152.0,211.0,30306.0,22.0,93.0,145.0,24863.0,149.0,30173.0,,,56.0,39493.0,105.0,24897.0,182.0,30256.0,130.0,100.0,161.0,28608.0,,,63.0,45824.0,120.0,22117.0,17.0,163.0,30086.0,72.0,,,40.0,183.0,42982.0,126.0,156.0,41865.0,27.0,49891.0,67.0,51638.0,116.0,37592.0,62.0,135.0
Utah State University,3677,Public,1,BIOLOGICAL AND BIOMEDICAL SCIENCES.,26,2601,3,4.0,50.0,62.0,30513.0,3.0,32.0,41.0,30409.0,65.0,28728.0,,,43.0,32099.0,30.0,28988.0,39.0,45621.0,34.0,30.0,33.0,41695.0,,,22.0,50123.0,18.0,38274.0,4.0,74.0,31621.0,33.0,,,3.0,42.0,61607.0,,34.0,57926.0,,,23.0,61455.0,17.0,62652.0,,32.0
Utah State University,3677,Public,1,BIOLOGICAL AND BIOMEDICAL SCIENCES.,26,2602,3,1.0,,16.0,26720.0,0.0,14.0,14.0,40368.0,,,,,,,,,,,,,,,,,,,,,1.0,18.0,37250.0,,,,0.0,,,,,,,,,,,,,
Utah State University,3677,Public,1,BIOLOGICAL AND BIOMEDICAL SCIENCES.,26,2603,3,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,18.0,36104.0,,,,0.0,,,,,,,,,,,,,
Utah State University,3677,Public,1,BIOLOGICAL AND BIOMEDICAL SCIENCES.,26,2607,3,2.0,,20.0,27362.0,4.0,26.0,34.0,30771.0,,,,,,,,,34.0,34724.0,29.0,24.0,31.0,34465.0,,,21.0,43217.0,,,,,,,,,6.0,30.0,42991.0,,28.0,42973.0,,,23.0,46998.0,,,,18.0
Utah State University,3677,Public,1,BIOLOGICAL AND BIOMEDICAL SCIENCES.,26,2613,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,,,,,,,,,,
Utah State University,3677,Public,1,MATHEMATICS AND STATISTICS.,27,2701,3,0.0,,,,2.0,11.0,14.0,44942.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,,
Utah State University,3677,Public,1,MATHEMATICS AND STATISTICS.,27,2705,3,0.0,19.0,22.0,46543.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,30.0,42742.0,,,,1.0,,,,,,,,,,,,,
Utah State University,3677,Public,1,MULTI/INTERDISCIPLINARY STUDIES.,30,3019,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah State University,3677,Public,1,MULTI/INTERDISCIPLINARY STUDIES.,30,3033,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah State University,3677,Public,1,MULTI/INTERDISCIPLINARY STUDIES.,30,3099,3,14.0,68.0,92.0,32155.0,22.0,93.0,129.0,26421.0,64.0,32370.0,,,35.0,40183.0,38.0,26100.0,143.0,27956.0,126.0,93.0,133.0,28330.0,,,50.0,48364.0,94.0,20752.0,9.0,73.0,28338.0,35.0,,,19.0,130.0,39623.0,81.0,119.0,41295.0,,,54.0,54989.0,76.0,31445.0,,85.0
Utah State University,3677,Public,1,"PARKS, RECREATION, LEISURE, FITNESS, AND KINESIOLOGY.",31,3101,3,0.0,,18.0,25661.0,1.0,12.0,17.0,24421.0,16.0,28888.0,,,,,,,19.0,35389.0,18.0,,19.0,33678.0,,,,,,,0.0,19.0,28579.0,,,,2.0,17.0,37883.0,,17.0,36566.0,,,,,,,,
Utah State University,3677,Public,1,"PARKS, RECREATION, LEISURE, FITNESS, AND KINESIOLOGY.",31,3105,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah State University,3677,Public,1,"PARKS, RECREATION, LEISURE, FITNESS, AND KINESIOLOGY.",31,3199,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,
Utah State University,3677,Public,1,LEISURE AND RECREATIONAL ACTIVITIES.,36,3601,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah State University,3677,Public,1,PHILOSOPHY AND RELIGIOUS STUDIES.,38,3801,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,
Utah State University,3677,Public,1,PHILOSOPHY AND RELIGIOUS STUDIES.,38,3802,3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,0.0,,,,,,,,,,,,,
Utah State University,3677,Public,1,PHYSICAL SCIENCES.,40,4004,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah State University,3677,Public,1,PHYSICAL SCIENCES.,40,4005,3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,
Utah State University,3677,Public,1,PHYSICAL SCIENCES.,40,4006,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,
Utah State University,3677,Public,1,PHYSICAL SCIENCES.,40,4008,3,0.0,,,,0.0,15.0,18.0,26353.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,2.0,16.0,50651.0,,,,,,,,,,,
Utah State University,3677,Public,1,PSYCHOLOGY.,42,4201,3,16.0,93.0,125.0,26726.0,10.0,75.0,99.0,31547.0,117.0,27472.0,17.0,33246.0,51.0,32843.0,82.0,25066.0,101.0,33192.0,79.0,66.0,81.0,30803.0,21.0,38438.0,36.0,48294.0,66.0,23938.0,11.0,133.0,27843.0,51.0,,,15.0,93.0,41237.0,61.0,78.0,41407.0,,,37.0,58250.0,56.0,37402.0,22.0,71.0
Utah State University,3677,Public,1,PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS.,44,4407,3,3.0,69.0,99.0,28753.0,6.0,63.0,85.0,26669.0,84.0,29969.0,,,,,80.0,30706.0,111.0,35967.0,76.0,55.0,99.0,36535.0,,,,,96.0,34389.0,2.0,91.0,30124.0,42.0,,,11.0,97.0,39435.0,65.0,85.0,38953.0,,,,,83.0,38639.0,30.0,84.0
